dim,seed,model,nleaps,sampler,ess,ess_exact,n_leapfrog,msjd,margin1_mean,margin1_var,KS,ks_pval,mala
2.4,3,funnel_scale,1,AH_unif,2100.016652621121,3839.104169656291,7.27034e7,1.837693440533859e6,0.693851326102504,3.9367160076347516,187.45854009737502,0.0,false
0.8,18,funnel_scale,1,AH_fix,4023.7818150901967,4274.435219341451,4.715788e7,93.39690127022092,0.06592568484888763,8.455175494472796,10.13975662582925,9.93910213311075e-90,false
3.6,3,funnel_scale,1,NUTS,1810.3840214730433,40.12378122861658,30207788,2.1504581936022937e51,15.15626530008316,0.3552442201196255,1023.9988712268083,0.0,false
3.4,9,funnel_scale,1,AH_fix,1874.2180272124576,3925.261691337382,7.908392e7,1.4524044763705602e8,0.8492560677319372,2.9785019249198146,258.22133161087856,0.0,false
0.2,12,funnel_scale,1,AH_fix,186663.61399337553,187208.97400354553,2.2334908e7,8.97007130056197,0.003192743592011707,8.971924929460409,1.2080648328604582,0.1079754337010867,false
0.2,4,funnel_scale,1,AH_unif,167602.77038187027,167501.1197472055,1.9803974e7,8.575394897074286,-0.006641195143041344,8.9982586563645,1.4861669503817723,0.024131457846634424,false
0.8,12,funnel_scale,1,AH_fix,3541.7115542638153,3571.2730701147893,4.7172692e7,60.18651777456445,0.08574767473834535,8.900097659103873,7.614333956050585,8.747988031973089e-51,false
0.2,10,funnel_scale,1,AH_exp,175314.85067491644,175352.13720302106,1.9995456e7,8.36894963112676,-0.005480501476365762,8.992950511593287,1.0822508464915472,0.19199728412167907,false
2.2,15,funnel_scale,1,AH_exp,1825.3831294219858,2993.817538328223,7.5784742e7,6.989064735486092e6,0.3763524842597569,5.235219147562026,125.62249088366929,0.0,false
0.8,6,funnel_scale,1,AM,3712.8823900677194,4196.400625093164,3.0418778e7,30.069087554306083,0.30368140665469145,7.628946592055962,44.20987980899682,0.0,false
3.0,3,funnel_scale,1,AM,2068.25240753687,4805.343316234426,4.2436704e7,1.8944071439300657e6,0.7206775448285454,2.825660215073336,238.22456204975828,0.0,false
2.2,7,funnel_scale,1,NUTS,1455.3589603805435,42.21356746499348,22781206,1.1243381808992363e31,14.774424129581451,0.35214102829194915,1023.9983654680101,0.0,false
2.8,15,funnel_scale,1,AM,1274.5123750776668,2578.307412857992,5.7450366e7,9471.630265533886,-0.5237394316081591,4.107811169596928,169.87746110841005,0.0,false
2.0,19,funnel_scale,1,AH_unif,2126.335347099074,3430.1559284269933,5.5737164e7,42501.94957472556,0.6504475490922613,4.701390646668681,150.74648001938814,0.0,false
0.2,1,funnel_scale,1,AM,114142.51644367939,113721.31189573022,1.7833718e7,6.36455102472654,-0.011502601669433659,9.018599835461286,1.7334356658789147,0.004910147731630486,false
0.6,17,funnel_scale,1,AM,4248.522232917382,4329.884408787111,2.5216962e7,5.692661905433957,0.12185258181297051,8.769339792533739,10.67429757545878,2.1550500063301982e-99,false
0.2,4,funnel_scale,1,NUTS,110442.2202677633,110662.7498094793,9934359,8.56175223748178,0.004173132967288211,8.980184600830757,1.2890690606637918,0.07205700909167555,false
0.2,17,funnel_scale,1,AH_unif,168070.29295980942,168043.68607733326,1.9811444e7,8.56146544146602,0.009231369481874783,8.987454653700944,1.5508316112628222,0.016293146282067777,false
3.6,16,funnel_scale,1,AM,1418.4041021312169,4437.968082016151,5.0106222e7,310792.76652560016,0.19614438302966264,2.8232203832028553,234.0606812212757,0.0,false
2.6,1,funnel_scale,1,AM,1548.596811724652,3073.9607232553167,4.9610271e7,278676.9449246464,0.40671788992082336,4.284088379207884,188.8322086331496,0.0,false
1.8,12,funnel_scale,1,AH_unif,2004.8615789269131,2835.020955334522,6.9692278e7,202643.37325839492,0.43189479623773275,5.999737651015079,86.6403209713335,0.0,false
2.4,4,funnel_scale,1,AH_unif,1655.7286925221283,2972.84339665386,7.1779802e7,1.2786113713791042e6,0.3593534086089493,4.8039618832630415,157.7870036768747,0.0,false
0.8,2,funnel_scale,1,AH_fix,3009.8437382143434,2883.9160856115977,4.768392e7,36.60079964749581,-0.1437661445442429,9.3322947804426,18.930150196651795,1.10069100189e-311,false
1.4,8,funnel_scale,1,AH_exp,2565.7248821038906,3412.9176374126987,5.4305736e7,2435.51435350063,0.4049226972850123,6.3555017842392765,73.17558552657385,0.0,false
1.8,19,funnel_scale,1,NUTS,1453.4271687504863,67.02786998714775,20507288,1.2325188945495468e21,11.716608961582185,0.49686929820523945,1023.8130653421917,0.0,false
2.4,15,funnel_scale,1,AH_exp,1769.8469112761018,2992.1689818832774,6.651221e7,340748.24032184394,0.7074904898272221,4.4591622597749305,164.70996499588543,0.0,false
1.0,18,funnel_scale,1,AH_fix,2632.650295058264,2874.943127915538,5.286544e7,306.63766563503634,0.031107739386447716,8.239017476418661,12.877148618596637,1.8654223355777464e-144,false
0.4,12,funnel_scale,1,AH_exp,23897.5737127376,23747.01624445437,2.5696334e7,5.516242691086107,0.011086985614069934,9.054193779621869,3.4174049509687165,1.4357464851836953e-10,false
4.0,16,funnel_scale,1,AH_fix,1770.7641017327012,5049.827046155475,7.6766972e7,1.2366741060113262e7,0.7584392988246289,2.1621677107809694,273.19557324745136,0.0,false
0.6,15,funnel_scale,1,AH_fix,6955.392725210717,7211.354038445701,3.8796392e7,13.548608269051563,0.02958303081903592,8.674611495640873,5.10875320199159,4.279712188711034e-23,false
2.8,3,funnel_scale,1,AM,1300.0188596142325,2424.208552712954,5.3079312e7,58422.68483206369,-0.5731102522227124,4.4098074373050755,150.73340745399048,0.0,false
3.4,17,funnel_scale,1,AH_unif,1918.1398314516935,4885.065062326779,6.009601e7,2.842244956603439e6,0.7355838703987163,2.5213281355690698,257.67082801534116,0.0,false
0.4,5,funnel_scale,1,AH_exp,20027.208863443087,19780.899831668678,2.6582668e7,5.632407543812976,-0.01877790579889305,9.105177949341414,2.683185409785324,1.1159319126799912e-6,false
3.4,8,funnel_scale,1,AM,1498.4149949366167,3770.4184415701775,4.7199448e7,7.3040264121709205e6,0.4870096035796217,3.229999502172962,239.4479620694921,0.0,false
3.0,1,funnel_scale,1,AM,1340.4278942427331,3285.1620996910938,4.6283318e7,29227.73361756631,0.08944403108683988,3.6617623813755977,198.0917361668684,0.0,false
2.4,14,funnel_scale,1,NUTS,1680.8868955283306,39.853676499592126,19908339,1.4353384987382182e35,15.209175822925578,0.2504703040436639,1023.9991039754833,0.0,false
4.0,5,funnel_scale,1,AM,1579.540198580782,3936.722394816445,4.6621158e7,4.0342600762263924e8,0.7427016153888638,2.7610582735377536,258.854169062363,0.0,false
2.2,14,funnel_scale,1,AH_unif,1614.4222272256077,2709.1091021677853,6.4536066e7,149439.59933373478,0.130529643641507,5.336476009019778,128.7532179691862,0.0,false
4.0,14,funnel_scale,1,AH_exp,1373.5140391360817,2162.813958156237,6.9749084e7,5.060297364546469e9,1.2860878518126837,3.499115489026051,286.5086547525554,0.0,false
1.0,3,funnel_scale,1,AH_fix,3791.989547672899,4531.517090218111,5.4763952e7,422.82075883550107,0.17555384045711375,7.417213635815701,35.96965750575755,0.0,false
0.6,16,funnel_scale,1,NUTS,1856.9464969571063,2619.1623941240264,18598089,104.19208932711962,0.6829802252088839,5.535794047913646,151.3048709560352,0.0,false
3.6,17,funnel_scale,1,AM,1709.3864703333536,4154.879890313447,4.7534354e7,3.539257209716498e6,0.8324829402566055,2.5469866731986177,264.6921927932179,0.0,false
0.4,17,funnel_scale,1,AH_unif,21738.12253119609,21682.539744634512,2.598586e7,5.691503369247256,0.0015264194904995778,9.023021656838043,1.4032751746281065,0.03895988924081557,false
2.6,3,funnel_scale,1,NUTS,1449.3113909678864,41.151119631283635,25839644,1.5044864855245032e37,14.96595888261795,0.27406683285264893,1023.9990587902942,0.0,false
2.6,2,funnel_scale,1,AH_unif,1656.9438870756928,2821.239948912238,6.7549698e7,6.628042682535068e6,0.6657127159586118,4.56940107150325,167.15441945286295,0.0,false
3.4,12,funnel_scale,1,AH_unif,1235.0987914364036,2383.5452060476455,8.9714154e7,1.1156770923624778e7,-0.08677104708483763,4.654522462594927,187.9725374126162,0.0,false
0.8,14,funnel_scale,1,AM,1611.1053437800192,1066.7327558315908,3.2797922e7,14.635641357778844,-0.6942515235372229,12.835267535320956,100.38873149396969,0.0,false
3.4,2,funnel_scale,1,AH_exp,1514.10146933539,2995.7387820899453,8.277091e7,2.0908645170380702e9,0.725787325146922,3.770633099715658,208.85833246379212,0.0,false
1.0,17,funnel_scale,1,AH_exp,3679.8547823728827,4315.46315788315,4.935605e7,283.57372014723984,0.30443420278933486,7.341697392846184,44.64643966185105,0.0,false
1.0,19,funnel_scale,1,AH_fix,3034.5643382491326,3246.2596274806583,5.7528208e7,1159.9347361854734,0.1546934133602496,8.34224534049316,25.214984124573817,0.0,false
0.6,13,funnel_scale,1,AH_fix,8422.826340662667,8992.307052282713,3.825196e7,10.872975531819748,0.05472818848409067,8.405420336880411,8.834047012393171,3.2810394241772464e-68,false
3.2,1,funnel_scale,1,AH_unif,1319.8742030729643,2793.8505698296353,8.7195126e7,9.2917590320819e6,-0.2791566526470242,4.151445282774704,185.2836720620271,0.0,false
3.6,10,funnel_scale,1,AH_exp,1484.1560021800076,3491.995643654717,1.61543688e8,0.08952630273831323,-1.0030766966319524,2.368275023115296,306.4671169337473,0.0,false
3.2,17,funnel_scale,1,AH_exp,1669.7957031765666,3627.698985921107,6.3263422e7,4.742555964130791e6,0.7636758809737684,3.192542981254295,225.5011789600866,0.0,false
2.0,16,funnel_scale,1,AH_exp,1415.644929205704,1775.4021063217267,6.9016006e7,8950.4725848464,0.3816124118362929,6.9751586785547,95.44428200517241,0.0,false
3.8,10,funnel_scale,1,AH_unif,1617.963506247839,2792.9839377186236,9.080687e7,1.8180790818626018e12,1.099860126373322,3.3041719354347276,267.46867611429406,0.0,false
2.0,4,funnel_scale,1,AM,1401.3277179396096,1890.836789050921,4.475733e7,60671.776648658226,-0.11093504706527513,6.653210864169485,108.44386668604798,0.0,false
0.4,19,funnel_scale,1,AH_exp,22215.54725061632,22323.94055392826,2.7041572e7,5.525283706696049,-0.019713862354646342,8.947875015830038,3.1968553038989285,2.6555328978459273e-9,false
0.4,16,funnel_scale,1,AM,11395.528460397292,11443.955524793364,2.1272649e7,4.027881864094243,0.017572327171897016,8.958480785551934,3.7570198427272885,1.0983094117938623e-12,false
1.2,4,funnel_scale,1,NUTS,1151.6076806899207,166.30257427735475,18063255,3.412498291958816e10,7.323401595277785,2.066145445999263,987.7063352436677,0.0,false
3.0,14,funnel_scale,1,AH_exp,1510.6744373215051,2247.2238570467543,7.3900588e7,8.359512937938786e8,0.9987506193483195,4.580017287529202,211.35948684922803,0.0,false
2.2,11,funnel_scale,1,AH_fix,1932.1226281847894,2986.3507194824842,7.8480876e7,7.787674092943279e6,0.5780585198954231,5.1929894823463885,136.7456086948405,0.0,false
3.6,14,funnel_scale,1,NUTS,2028.421089832459,43.04456765909906,59229967,1.5973534422104307e49,14.634139923858644,0.30614693967752377,1023.9983128101127,0.0,false
1.6,7,funnel_scale,1,AH_unif,2346.2339766776636,3196.1520089446003,5.8899568e7,20315.177726293245,0.512057553644639,6.006551511959256,98.7570504308949,0.0,false
1.4,17,funnel_scale,1,AM,2390.72511291597,3139.9298197280195,4.2957033e7,2770.6992254440584,0.5594876591198337,6.122436828382868,102.65000174995888,0.0,false
1.4,9,funnel_scale,1,AH_exp,2485.3710097004155,3280.2233673211526,6.1961728e7,13089.433715640715,0.33295999031380574,6.550332849470307,64.96208421849468,0.0,false
2.8,13,funnel_scale,1,AM,1809.075851098437,4154.822865244693,4.2874251e7,294214.33205706906,0.6192136472530135,3.2420206727128114,212.83899046126191,0.0,false
2.4,9,funnel_scale,1,AH_unif,2050.7814327370156,4049.114754698197,6.147085e7,339753.2674458785,0.5955173500402334,3.8487330193225415,169.6420752995022,0.0,false
0.2,14,funnel_scale,1,AH_unif,185644.1460229316,185662.34318177003,1.981849e7,8.564300790758235,-0.0036120425175103985,8.996761299003387,1.0654982399153425,0.20627867969644428,false
1.2,11,funnel_scale,1,NUTS,1795.7103388177413,157.05796557131106,32957739,2.05245925350118e10,7.625748408985137,1.0235050675861184,1003.126447362843,0.0,false
1.4,6,funnel_scale,1,AH_unif,1484.1594110154524,1300.9843176178529,6.2772128e7,6550.286688150238,-0.4678640339764327,9.950220601846732,117.13102658055159,0.0,false
3.6,6,funnel_scale,1,AH_fix,1679.2568761692858,4742.327974607069,7.7961364e7,3.893516928441037e6,0.6136822000197979,2.5699076786197477,236.53816367567532,0.0,false
0.4,13,funnel_scale,1,AH_unif,26883.298751835802,26945.53297943667,2.556557e7,5.6878795042213675,0.031549268773345934,8.953102669563256,2.6884767177580784,1.0542647606841357e-6,false
2.2,19,funnel_scale,1,AH_exp,1841.366594998389,3253.021637508233,6.288619e7,89649.34941237702,0.4867512941695135,4.66879919464185,125.53217365381843,0.0,false
1.8,14,funnel_scale,1,AH_unif,1974.2235043268338,2908.0502405862767,6.5293102e7,172172.61324369587,0.3460370023117798,5.879304903835716,102.26975896904159,0.0,false
0.6,19,funnel_scale,1,NUTS,1612.6165576268297,1668.664159114729,15516884,235.89683221364498,1.5330960160604048,4.999887898292439,264.3712836077288,0.0,false
1.4,17,funnel_scale,1,NUTS,1253.1597776082913,107.8705889995438,21991165,1.868035806714623e14,9.208727340536116,0.8783916764832436,1020.6026728243953,0.0,false
2.8,11,funnel_scale,1,AH_fix,1489.6929995591966,2944.8487720114167,8.109244e7,1.9303963561031998e6,0.21627678077629342,4.484793096741059,159.9435344236157,0.0,false
1.2,12,funnel_scale,1,AH_exp,2296.961440073933,2552.850530838646,5.7108262e7,4244.0244299119995,0.19945688535628722,8.008721516650352,28.80799178957887,0.0,false
3.8,5,funnel_scale,1,NUTS,1545.16965220763,45.54110384050293,41688730,1.1248365979237385e51,14.225629010486603,0.2951668627099442,1023.9973567154377,0.0,false
1.4,14,funnel_scale,1,AM,1564.1291378992098,1710.6207249600507,4.327166e7,1076.3091058990965,-0.12322264131707628,8.206100540218566,53.24571183738664,0.0,false
2.0,13,funnel_scale,1,AH_unif,1553.05123793856,2143.8634865660115,7.784062e7,899451.6185780675,-0.044108447706410314,6.516805201322442,96.4777135721476,0.0,false
1.0,15,funnel_scale,1,AH_unif,3133.798655088227,3565.8910039229245,5.3773846e7,1197.5303894603687,0.2212455591666982,7.759784967434056,32.190189392710295,0.0,false
2.2,17,funnel_scale,1,NUTS,1127.2586567849512,65.20946468825043,18705102,3.178029767679457e26,11.88727658071518,0.17578987192924203,1023.9388036129378,0.0,false
2.2,2,funnel_scale,1,AH_fix,1453.302556155308,1996.3988314051603,1.0067046e8,1.1362793395740017e7,-0.32244868053089826,6.404235092911169,119.87732936713579,0.0,false
0.4,11,funnel_scale,1,AH_exp,23415.49150267447,23771.61079083582,2.6145312e7,5.570760340656413,-0.019721964634957956,8.856288296198057,3.611747549834263,9.343935927804517e-12,false
3.8,17,funnel_scale,1,AH_exp,1525.5742584948516,10161.083003299274,1.27126894e8,14.870728598843396,0.05256540872827595,1.347138066176606,249.85854477951108,0.0,false
1.4,15,funnel_scale,1,AH_exp,2724.4872747312643,3621.8218549218373,6.8029174e7,12709.915335565138,0.39097347365789703,6.363882788835286,80.1682290396883,0.0,false
1.0,13,funnel_scale,1,AM,3095.625113435132,3989.4315010964115,3.2844708e7,96.0543342405564,0.20751286024306242,6.853557551532301,52.325029371921055,0.0,false
3.0,11,funnel_scale,1,AH_unif,1662.0020195399568,2771.3417391257904,6.9871532e7,8.649151811857326e7,0.9592971984735467,3.9052439926784026,228.63174519389577,0.0,false
3.8,5,funnel_scale,1,AH_unif,1409.1102247963534,4058.8486978748383,7.7982254e7,1.4255514550530747e7,0.39908963638172285,2.905569730721561,243.74128609391707,0.0,false
1.6,1,funnel_scale,1,AH_fix,1667.2975354917817,1852.0455364017869,8.0258376e7,59158.80347602375,-0.06091347749589965,8.096183466367412,60.999656172307475,0.0,false
2.2,12,funnel_scale,1,AH_fix,1654.271928800952,2087.858673202167,7.2049092e7,7.609415833986418e6,0.7534191233983674,6.214842333514508,134.6972419815001,0.0,false
3.6,20,funnel_scale,1,AM,1701.4562590033838,5249.815690816484,4.6392096e7,4.377753583861926e6,0.5017930558227925,2.4989170603081488,252.43663069543427,0.0,false
1.2,2,funnel_scale,1,AH_fix,2708.009226029703,3257.09455267782,6.2624368e7,2482.7093327395405,0.20620867177345314,7.370426869754299,39.43317259312073,0.0,false
3.0,9,funnel_scale,1,NUTS,1616.8694342901508,54.77587855915107,139817614,5.908025915047308e37,12.970054320716859,0.30164941221782376,1023.9853544369141,0.0,false
2.2,7,funnel_scale,1,AH_unif,1521.3921024270553,2618.929611650548,6.4709616e7,9139.953803929613,0.02858581553318998,5.227079096943669,119.52399840113924,0.0,false
1.0,10,funnel_scale,1,AH_exp,3754.5170920864534,4468.337295132333,4.8830456e7,367.71944314969653,0.22057391729093923,7.384028426387078,35.84633766209187,0.0,false
2.4,15,funnel_scale,1,AH_unif,1938.3915224844666,3744.5937992714344,6.0390594e7,72812.30760138424,0.6475458389387968,3.8658775537441654,177.46437478628673,0.0,false
1.8,13,funnel_scale,1,AH_fix,2248.896989026373,3405.7905868716844,8.8179296e7,21002.833906425865,0.5407515472652311,5.301270082479713,107.91334792720471,0.0,false
3.2,1,funnel_scale,1,AH_fix,1371.433717800666,2017.2198802697258,9.6678032e7,4.834115063706545e9,0.8556923845327936,5.1390847586702595,201.33918971466466,0.0,false
2.0,1,funnel_scale,1,AH_exp,1505.5659780376227,2120.8148373311337,7.4251834e7,40520.51525234622,-0.23770757149087793,6.306100035309047,94.9800860880832,0.0,false
1.8,9,funnel_scale,1,AH_unif,2538.743965970836,4440.7843675003005,5.4132216e7,4136.185374325079,0.5037975169616898,4.516543216612519,136.99194445888463,0.0,false
0.2,16,funnel_scale,1,AH_unif,177162.10750893506,176300.83324818726,1.9830828e7,8.564626431973764,-0.010277071077648685,9.025708618759683,2.5332762668369924,5.331754989398089e-6,false
1.0,4,funnel_scale,1,AH_exp,2568.9254967362076,2751.306519582572,4.7600832e7,109.50010373798938,0.031572100686787494,8.400902753283896,20.943861031267335,0.0,false
3.2,8,funnel_scale,1,AH_unif,1763.0726814251216,4234.006460617667,6.7261818e7,8.85053601451649e6,0.6552535326879882,3.009137428526576,228.07501778608747,0.0,false
4.0,7,funnel_scale,1,AH_exp,1488.615577239031,3610.5148531243503,7.4816006e7,8.271331601384363e8,0.7947176076735623,2.7934622920291488,267.46005954773534,0.0,false
1.4,16,funnel_scale,1,AM,1859.0373811507768,2203.096260245385,3.5577522e7,578.071943003242,0.6337331085264103,6.866041971589649,94.5266718874866,0.0,false
1.6,18,funnel_scale,1,NUTS,1869.7525519955195,112.7790329645171,112294502,5.050223884852786e15,9.028342348489762,0.5220122501637586,1021.5240737337056,0.0,false
3.4,13,funnel_scale,1,NUTS,1691.2056700314592,43.93722929581069,65971252,3.5243463869257025e46,14.484638123130798,0.2539135786182847,1023.9985473533112,0.0,false
0.6,2,funnel_scale,1,AH_fix,5734.583720921171,5664.878167033419,3.981158e7,11.379790853791098,-0.08054669795839092,9.074444083239733,8.094977085298467,2.4186014459289256e-57,false
2.6,9,funnel_scale,1,AH_fix,1572.7945612167448,2955.492003306628,7.0052168e7,154918.5960136334,0.44854303487623626,4.480728162896456,167.55049116378856,0.0,false
1.4,2,funnel_scale,1,AM,2249.7047148028796,3625.6494858777096,3.5549744e7,253.31469280923386,0.16769948007946,5.522747761794268,79.42776063340939,0.0,false
3.2,16,funnel_scale,1,AM,1986.1631042551626,5356.129081973984,4.2977267e7,418440.14471127355,0.6703392350804425,2.466657583779499,261.4628230870843,0.0,false
2.6,5,funnel_scale,1,AH_unif,1622.3394968750092,3124.9673698143783,6.6003742e7,2.1024546780329435e6,0.3385610738604865,4.490966008400745,153.4686967869959,0.0,false
2.2,16,funnel_scale,1,AH_fix,2376.8953357330693,3653.3138968406524,8.07003e7,2.1367099074465215e7,0.7238500721375537,4.640505134033051,159.50875334778564,0.0,false
0.4,18,funnel_scale,1,AM,15390.402343826694,15940.754656844814,2.1770842e7,4.006788720345145,0.059961843282075655,8.635296172623642,9.271913998219475,4.264183729029763e-75,false
2.0,2,funnel_scale,1,AH_exp,2069.4422545500815,3395.0416210319054,6.4051508e7,202751.69045344242,0.47144598140761007,5.03719019982745,117.2824894177065,0.0,false
1.8,20,funnel_scale,1,AM,1794.2634879881987,2554.852396941357,4.2828203e7,85852.77609577517,0.3280062019594461,6.132338878090939,100.09572603227292,0.0,false
2.6,2,funnel_scale,1,AM,1817.3175831460649,4057.0415799194247,4.4125501e7,39381.83955833144,0.6301273353036588,3.327484084239964,211.8222493336853,0.0,false
1.0,14,funnel_scale,1,AH_unif,3003.7586185633922,3459.4022039236784,4.9853722e7,225.55827205418163,0.10587413027260473,7.781746985234161,28.07241650805011,0.0,false
0.8,14,funnel_scale,1,NUTS,1313.6289702497024,572.6047838577301,16385766,28385.090426899944,3.5446309058175087,4.544714406360744,552.2893933345796,0.0,false
3.2,4,funnel_scale,1,AM,1558.1213096725394,4607.104102321297,4.3747539e7,152791.58374813403,0.26304483250265104,2.938615667337548,211.1807019075428,0.0,false
3.8,17,funnel_scale,1,AH_fix,1865.0048429235908,4937.668018769069,7.9016096e7,1.2869516773343028e8,0.7528786175976712,2.3680410333535558,278.50726374909397,0.0,false
3.6,3,funnel_scale,1,AH_fix,1460.9814165959524,2214.181257640498,9.7129044e7,2.530152037768279e11,1.0964471249357337,4.224912810352056,245.36454034319092,0.0,false
3.0,8,funnel_scale,1,NUTS,1983.1689658228095,45.757463262683295,40693635,1.8931425097736113e40,14.192511859226226,0.34649259462384374,1023.9967520571432,0.0,false
1.6,3,funnel_scale,1,AH_unif,2593.7203580978507,3598.1681869511235,6.123446e7,59462.34612607106,0.5321700112628225,5.770962401585019,107.76002546655943,0.0,false
1.6,5,funnel_scale,1,NUTS,1210.1385719340385,70.95586669289395,18899823,5.126151125875912e18,11.366756054973596,0.9530457852931045,1023.6024725365145,0.0,false
3.0,18,funnel_scale,1,AM,2197.792147154457,4729.456476684328,4.1767462e7,651271.6883457663,0.8563338869754085,2.60997226795688,260.0065258843241,0.0,false
2.0,11,funnel_scale,1,AH_unif,2052.4534785753444,3325.6716239648504,6.5459474e7,188882.6500729185,0.4571575022650648,5.1359136088351764,116.2566033260756,0.0,false
3.8,13,funnel_scale,1,AH_unif,1576.2748039576343,3664.076183936788,7.405893e7,1.0190828825623935e9,0.7697138157274138,2.9606772109986697,255.94044325020445,0.0,false
3.0,13,funnel_scale,1,AH_exp,1684.8876298481562,2854.812136423658,8.0963846e7,1.0405712187041414e10,0.8266265744603144,4.188499080113527,205.23864236389488,0.0,false
3.2,10,funnel_scale,1,AH_exp,1668.1896454813595,3577.8363101992354,6.7257336e7,1.8827930656395942e7,0.7592232306017829,3.258180734178345,222.94898554477305,0.0,false
3.8,3,funnel_scale,1,AM,1627.9845691936912,3457.743982781887,4.57005e7,3.825233905100613e7,0.998544866717862,2.6537518002769978,276.14634879737946,0.0,false
0.4,2,funnel_scale,1,NUTS,4029.727680619054,4135.266421363883,14673643,8.041922054749637,0.11357328606929357,8.719592835336629,25.0837432147261,0.0,false
1.6,3,funnel_scale,1,NUTS,1139.9713824049772,60.42107599129017,19574968,1.0647506233898857e20,12.320383129596706,0.9860887380946664,1023.8450504801353,0.0,false
3.8,3,funnel_scale,1,AH_unif,1746.0820445294548,4679.592904762877,6.9910912e7,7.166135880658615e8,0.6882071599185867,2.55131634257901,268.390510542143,0.0,false
2.6,8,funnel_scale,1,AH_fix,1104.6166086147239,433.66583079039714,6.5546596e7,1.8672378532709267e7,3.4878940275652344,9.814052760907192,553.2959524105854,0.0,false
1.8,11,funnel_scale,1,AH_unif,2423.7031853668473,4140.419030132678,5.539209e7,10952.143763168591,0.4680663024290377,4.75033107229171,127.07550806906079,0.0,false
3.8,8,funnel_scale,1,AM,1453.5877881987246,3741.1441722938016,4.1681261e7,661485.674041433,0.7979648251284331,2.5938790182186113,266.99410289470956,0.0,false
0.2,8,funnel_scale,1,AH_fix,184008.1989487064,183381.14784205702,2.2294012e7,9.02564335379611,-0.001634194484027707,9.030292181026356,1.1060026755270655,0.17308261235624672,false
2.2,12,funnel_scale,1,AH_unif,1867.9369276993507,2516.4036500935786,6.882479e7,590900.5949792835,0.9591222004185509,5.004297704691387,180.35694240231956,0.0,false
1.0,1,funnel_scale,1,AM,2802.366391907885,3367.08696520718,3.2464858e7,96.7522888930507,0.3226367385034607,7.205945883049446,48.158698979458705,0.0,false
3.2,2,funnel_scale,1,AH_unif,1583.9249661448696,3517.492174437823,6.7708692e7,1.0287283365675488e7,0.5809855075493839,3.5310912102886967,202.92563819234869,0.0,false
2.0,14,funnel_scale,1,AH_exp,1841.8485493610797,2772.324385272541,6.7538756e7,384175.80598090735,0.5052256487047994,5.520652129917194,124.59488511071214,0.0,false
1.8,16,funnel_scale,1,AM,2125.262204538742,3213.715615348457,4.5261634e7,622883.274018842,0.4514540426854874,5.529205141748501,110.78216802216804,0.0,false
3.4,18,funnel_scale,1,AM,1556.4977581689357,4283.2883704992955,4.5277516e7,4.504474731554809e6,0.39118914713010183,3.038114067038965,239.3356893166395,0.0,false
1.4,11,funnel_scale,1,AH_exp,1296.6369525084474,748.7215625957286,8.2335936e7,2590.876775274868,-1.8178981273048083,11.405649405397265,306.4571540833093,0.0,false
3.6,3,funnel_scale,1,AM,1610.6371505720324,7639.951126514461,4.1057893e7,4164.194991240902,0.15798323714974588,1.8581410312830393,246.57615794936171,0.0,false
0.2,9,funnel_scale,1,NUTS,159318.16777715858,161499.35419155532,9957318,8.567017302688553,0.011968624023504352,8.85618171667779,2.4596791535493026,1.1118547521424938e-5,false
0.8,14,funnel_scale,1,AH_unif,3020.54629791787,2992.89897134608,4.2369834e7,48.96905886042723,-0.05246916573360645,9.075026147886817,9.605466833303137,1.4476889374898714e-80,false
3.6,11,funnel_scale,1,AH_unif,1660.9150420532646,2847.237410089411,6.608397e7,7.75585710049406e10,1.0895880656649999,3.326344606772303,270.1686301411147,0.0,false
2.4,18,funnel_scale,1,AH_exp,1541.4375389392624,1763.8708284489096,6.8265094e7,2.264242562351175e7,1.1275671437201504,5.953071860873367,179.78980934710583,0.0,false
0.2,14,funnel_scale,1,AH_exp,191143.1620367577,188693.6703874453,1.9971336e7,8.350071036464145,0.028071967372757037,8.969866520564382,3.6584698603160177,4.736814478390758e-12,false
0.2,9,funnel_scale,1,AH_unif,172583.2114888943,172569.10141478403,1.979012e7,8.568059057938234,0.006808503543413988,8.992933655389788,1.8062722814047447,0.002931937148049416,false
3.2,19,funnel_scale,1,AH_fix,1581.741777883966,2816.638141439821,9.5039328e7,1.1628827003605273e9,0.8070219536687994,4.0491057975018565,212.28584685350927,0.0,false
3.0,8,funnel_scale,1,AH_fix,1572.019842309844,3348.6755991224704,7.718462e7,186735.27760660488,0.6597893981700329,3.557357334975022,200.72061894399687,0.0,false
2.0,3,funnel_scale,1,NUTS,1172.5855792541975,47.937887744028366,20678490,8.086340518982924e27,13.854164428710938,0.5704177833933094,1023.992673837338,0.0,false
2.8,17,funnel_scale,1,AH_unif,1816.7258225850974,3484.2624608038736,6.1768796e7,1.6770242346396132e6,0.8080284591187993,3.53545353278445,213.36778810985504,0.0,false
2.0,1,funnel_scale,1,AM,1572.5926598045212,2242.947603900666,4.9435905e7,613223.3571842301,-0.05037472026368328,6.306256414522589,101.05943239105807,0.0,false
1.8,14,funnel_scale,1,NUTS,4289.514653889484,69.88099475956759,216452901,5.729249364365741e20,11.484541219425202,0.4831227006277628,1023.8164799425964,0.0,false
